Co,County Name,AEA,Dist,Bldg,District Name,Building Name,PK,K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Building Total,Hispanic Male,Hispanic Female,Hispanic Total,Native American Male,Native American Female,Native American Total,Asian Male,Asian Female,Asian Total,Black Male,Black Female,Black Total,Pacific Islander Male,Pacific Islander Female,Pacific Islander Total,White Male,White Female,White Total,Multi-Race Male,Multi-Race Female,Multi-Race Total,Total Male,Total Female
42,Hardin,07,0009,0000,AGWSR,AGWSR Comm School District,0,0,0,0,2,0,1,0,1,1,0,0,2,1,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,3,5
42,Hardin,07,0009,0109,AGWSR,AGWSR High School,0,0,0,0,0,0,0,0,0,0,36,43,49,53,181,10,12,22,0,0,0,0,1,1,1,0,1,0,0,0,93,63,156,1,0,1,105,76
38,Grundy,07,0009,0172,AGWSR,AGWSR Middle School,0,0,0,0,0,34,28,43,43,36,0,0,0,0,184,5,11,16,0,0,0,1,0,1,0,1,1,1,0,1,83,80,163,1,1,2,91,93
42,Hardin,07,0009,0409,AGWSR,AGWSR Elementary School,0,50,42,45,38,0,0,0,0,0,0,0,0,0,175,9,6,15,0,0,0,0,1,1,0,0,0,0,0,0,73,81,154,2,3,5,84,91
42,Hardin,07,0009,0427,AGWSR,The Cougars Den,34,5,0,0,0,0,0,0,0,0,0,0,0,0,39,2,1,3,0,0,0,0,0,0,0,0,0,1,0,1,17,17,34,1,0,1,21,18
39,Guthrie,11,0018,0172,Adair-Casey,Adair-Casey Jr-Sr High School,0,0,0,0,0,0,0,0,23,17,33,18,26,34,151,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,69,80,149,0,0,0,70,81
39,Guthrie,11,0018,0409,Adair-Casey,Adair-Casey Elementary School,23,21,23,27,33,16,25,30,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,98,194,3,1,4,99,99
25,Dallas,11,0027,0172,Adel DeSoto Minburn,ADM Senior High School,0,0,0,0,0,0,0,0,0,0,113,131,115,104,463,3,4,7,1,2,3,2,1,3,0,0,0,0,0,0,229,216,445,4,1,5,239,224
25,Dallas,11,0027,0409,Adel DeSoto Minburn,Adel Elementary School,24,158,127,116,0,0,0,0,0,0,0,0,0,0,425,7,6,13,0,0,0,3,2,5,0,0,0,0,0,0,196,206,402,4,1,5,210,215
25,Dallas,11,0027,0412,Adel DeSoto Minburn,ADM Middle School,0,0,0,0,0,0,0,118,130,114,0,0,0,0,362,6,5,11,0,1,1,2,0,2,1,0,1,0,0,0,183,160,343,3,1,4,195,167
25,Dallas,11,0027,0418,Adel DeSoto Minburn,DeSoto Intermediate School,0,0,0,0,102,110,117,0,0,0,0,0,0,0,329,2,5,7,1,0,1,0,0,0,0,0,0,0,0,0,152,165,317,2,2,4,157,172
75,Plymouth,12,0063,0172,Akron Westfield,Akron Westfield Senior High School,0,0,0,0,0,0,0,0,0,0,36,41,41,42,160,6,4,10,0,0,0,1,1,2,0,0,0,0,0,0,72,74,146,0,2,2,79,81
75,Plymouth,12,0063,0409,Akron Westfield,Akron Westfield Elementary School,0,73,44,39,37,36,42,0,0,0,0,0,0,0,271,7,6,13,3,1,4,0,1,1,2,0,2,0,0,0,120,121,241,5,5,10,137,134
75,Plymouth,12,0063,0418,Akron Westfield,Akron Westfield Middle School,0,0,0,0,0,0,0,35,30,49,0,0,0,0,114,4,3,7,0,0,0,1,1,2,0,0,0,0,0,0,63,37,100,1,4,5,69,45
75,Plymouth,12,0063,0803,Akron Westfield,Akron Children's Center,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,15,14,29,0,0,0,16,16
11,Buena Vista,05,0072,0409,Albert City-Truesdale,Albert City-Truesdale Elementary School,12,23,12,19,10,18,12,5,0,0,0,0,0,0,111,4,3,7,0,0,0,1,0,1,0,0,0,0,0,0,58,38,96,4,3,7,67,44
68,Monroe,15,0081,0109,Albia,Albia High School,0,0,0,0,0,0,0,0,0,0,90,95,94,84,363,7,5,12,0,0,0,1,1,2,3,1,4,0,0,0,181,157,338,4,3,7,196,167
68,Monroe,15,0081,0209,Albia,Albia Middle School,0,0,0,0,0,0,0,0,76,79,0,0,0,0,155,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,72,74,146,0,0,0,76,79
68,Monroe,15,0081,0409,Albia,Grant Center,0,94,93,84,0,0,0,0,0,0,0,0,0,0,271,5,8,13,0,0,0,0,0,0,0,1,1,0,0,0,129,119,248,3,6,9,137,134
68,Monroe,15,0081,0427,Albia,Lincoln Center,0,0,0,0,92,95,79,83,0,0,0,0,0,0,349,5,7,12,0,1,1,0,0,0,3,0,3,0,0,0,162,158,320,8,5,13,178,171
68,Monroe,15,0081,0454,Albia,Kendall Center,25,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14,10,24,1,0,1,16,10
68,Monroe,15,0081,0801,Albia,King's Kids,36,3,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36,2,0,2,22,17
57,Linn,10,0099,0172,Alburnett,Alburnett Junior-Senior High School,0,0,0,0,0,0,0,0,48,40,51,73,53,59,324,3,5,8,0,0,0,0,1,1,1,0,1,0,0,0,164,150,314,0,0,0,168,156
57,Linn,10,0099,0409,Alburnett,Alburnett Elementary School,0,49,50,42,41,44,47,52,0,0,0,0,0,0,325,4,4,8,0,0,0,1,0,1,1,2,3,0,1,1,162,150,312,0,0,0,168,157
42,Hardin,07,0108,0409,Alden,Alden Elementary School,51,15,32,18,23,22,22,102,0,0,0,0,0,0,285,11,6,17,1,0,1,1,0,1,0,0,0,0,0,0,132,132,264,1,1,2,146,139
55,Kossuth,05,0126,0000,Algona,Algona Comm School District,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
55,Kossuth,05,0126,0109,Algona,Algona High School,0,0,0,0,0,0,0,0,0,0,110,105,113,118,446,7,6,13,0,0,0,1,1,2,0,3,3,0,0,0,208,207,415,7,6,13,223,223
55,Kossuth,05,0126,0209,Algona,Algona Middle School,0,0,0,0,0,0,106,96,106,93,0,0,0,0,401,2,8,10,4,1,5,3,3,6,5,3,8,0,0,0,188,175,363,4,5,9,206,195
55,Kossuth,05,0126,0409,Algona,Bertha Godfrey Elementary School,79,128,0,0,0,0,0,0,0,0,0,0,0,0,207,2,1,3,0,0,0,1,0,1,0,2,2,0,0,0,107,90,197,3,1,4,113,94
55,Kossuth,05,0126,0412,Algona,Bryant Elementary School,0,0,104,83,0,0,0,0,0,0,0,0,0,0,187,0,5,5,0,0,0,1,1,2,0,2,2,0,0,0,97,74,171,3,4,7,101,86
55,Kossuth,05,0126,0427,Algona,Lucia Wallace Elementary School,0,0,0,0,80,91,0,0,0,0,0,0,0,0,171,3,3,6,0,0,0,1,1,2,1,2,3,0,0,0,83,72,155,1,4,5,89,82
55,Kossuth,05,0126,0801,Algona,Seton Preschool,33,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,34,0,0,0,21,13
03,Allamakee,01,0135,0109,Allamakee,Waukon High School,0,0,0,0,0,0,0,0,0,0,104,98,93,112,407,1,2,3,0,1,1,0,0,0,0,2,2,0,0,0,200,201,401,0,0,0,201,206
03,Allamakee,01,0135,0218,Allamakee,Allamakee Junior High School,0,0,0,0,0,0,0,0,83,108,0,0,0,0,191,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,81,103,184,3,1,4,85,106
03,Allamakee,01,0135,0412,Allamakee,East Campus Elementary School,0,0,0,0,68,86,56,62,0,0,0,0,0,0,272,2,3,5,0,0,0,0,0,0,0,2,2,0,0,0,124,136,260,2,3,5,128,144
03,Allamakee,01,0135,0418,Allamakee,Waterville Elementary School,13,17,11,13,9,18,12,9,0,0,0,0,0,0,102,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,61,35,96,1,1,2,62,40
03,Allamakee,01,0135,0427,Allamakee,West Campus Elementary School,23,91,74,60,0,0,0,0,0,0,0,0,0,0,248,6,3,9,0,0,0,0,0,0,0,1,1,0,0,0,132,104,236,1,1,2,139,109
03,Allamakee,01,0135,0801,Allamakee,"Growing Bear Daycare and Preschool, Inc.",12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,0,0,0,9,3
03,Allamakee,01,0135,0806,Allamakee,St. Patrick's Catholic Preschool,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,0,0,0,6,7
03,Allamakee,01,0135,0811,Allamakee,Waukon Nursery School,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,7,4
12,Butler,07,0153,0109,North Butler,North Butler Middle School,0,0,0,0,0,0,36,45,45,43,0,0,0,0,169,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,84,76,160,5,1,6,91,78
12,Butler,07,0153,0172,North Butler,North Butler High School,0,0,0,0,0,0,0,0,0,0,49,50,45,42,186,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,101,81,182,0,1,1,102,84
12,Butler,07,0153,0409,North Butler,Greene Elementary School,45,39,24,25,24,18,0,0,0,0,0,0,0,0,175,2,2,4,0,0,0,0,1,1,0,0,0,0,0,0,94,73,167,1,2,3,97,78
12,Butler,07,0153,0418,North Butler,Allison Elem. Building,44,32,27,34,21,19,0,0,0,0,0,0,0,0,177,0,2,2,0,0,0,1,1,2,0,0,0,2,1,3,86,83,169,0,1,1,89,88
11,Buena Vista,05,0171,0172,Alta,Alta-Aurelia High School School,0,0,0,0,0,0,0,0,0,0,57,52,45,56,210,17,14,31,0,0,0,1,0,1,2,1,3,1,0,1,86,85,171,2,1,3,109,101
11,Buena Vista,05,0171,0409,Alta,Alta Elementary School,49,60,42,43,36,39,45,0,0,0,0,0,0,0,314,31,40,71,0,0,0,0,0,0,1,4,5,0,1,1,121,115,236,1,0,1,154,160
85,Story,11,0225,0000,Ames,Ames Comm School District,0,0,0,1,4,5,2,4,5,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,1,5,0,0,0,12,5,17,0,0,0,16,6
85,Story,11,0225,0109,Ames,Ames High School,0,0,0,0,0,0,0,0,0,0,296,330,356,346,"1,328",38,31,69,1,1,2,62,45,107,65,38,103,0,0,0,468,528,996,27,24,51,661,667
85,Story,11,0225,0218,Ames,Ames Middle School,0,0,0,0,0,0,0,319,323,303,0,0,0,0,945,33,25,58,3,0,3,36,42,78,36,39,75,0,0,0,351,338,689,18,24,42,477,468
85,Story,11,0225,0427,Ames,Edwards Elementary School,0,64,43,48,56,45,47,0,0,0,0,0,0,0,303,14,17,31,0,0,0,18,5,23,23,15,38,0,0,0,114,83,197,6,8,14,175,128
85,Story,11,0225,0440,Ames,Fellows Elementary School,0,96,79,63,82,73,74,0,0,0,0,0,0,0,467,12,8,20,0,0,0,29,35,64,14,11,25,0,0,0,176,164,340,9,9,18,240,227
85,Story,11,0225,0454,Ames,Meeker Elementary School,0,72,85,70,74,56,66,0,0,0,0,0,0,0,423,24,14,38,1,0,1,19,27,46,18,19,37,0,0,0,141,143,284,10,7,17,213,210
85,Story,11,0225,0456,Ames,Kate Mitchell Elementary School,0,46,44,51,50,44,44,0,0,0,0,0,0,0,279,11,9,20,0,0,0,10,5,15,16,16,32,0,0,0,81,107,188,10,14,24,128,151
85,Story,11,0225,0481,Ames,Abbie Sawyer Elementary School,0,71,76,76,88,68,58,0,0,0,0,0,0,0,437,20,21,41,2,0,2,18,20,38,23,24,47,0,0,0,140,141,281,18,10,28,221,216
85,Story,11,0225,0807,Ames,Formative Years Preschool,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,1,0,0,0,2,0,2,0,1,1,0,0,0,6,5,11,1,2,3,9,9
85,Story,11,0225,0815,Ames,University Community Child Care,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,3,3,6,0,1,1,4,5
85,Story,11,0225,0816,Ames,ISU Lab School,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,1,0,0,0,4,6,10,0,0,0,0,0,0,3,3,6,0,3,3,8,12
85,Story,11,0225,0961,Ames,Northwood Pre-School,264,41,0,0,0,0,0,0,0,0,0,0,0,0,305,18,10,28,0,0,0,11,11,22,25,5,30,0,0,0,105,98,203,12,10,22,171,134
53,Jones,10,0234,0109,Anamosa,Anamosa High School,0,0,0,0,0,0,0,0,0,0,98,102,96,132,428,4,3,7,0,0,0,0,1,1,4,2,6,0,0,0,210,196,406,5,3,8,223,205
53,Jones,10,0234,0209,Anamosa,Anamosa Middle School,0,0,0,0,0,0,91,91,94,95,0,0,0,0,371,7,3,10,0,0,0,3,2,5,1,2,3,0,0,0,161,183,344,6,3,9,178,193
53,Jones,10,0234,0418,Anamosa,Strawberry Hill,78,107,83,78,79,73,0,0,0,0,0,0,0,0,498,3,4,7,0,0,0,4,4,8,3,5,8,0,0,0,257,205,462,4,9,13,271,227
53,Jones,10,0234,0801,Anamosa,St. Pat's Preschool,19,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19,0,0,0,8,12
49,Jackson,09,0243,0209,Andrew,Andrew Middle School,0,0,0,0,0,0,0,21,19,16,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,26,54,1,1,2,29,27
49,Jackson,09,0243,0409,Andrew,Andrew Elementary School,27,19,15,12,21,17,22,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,57,69,126,1,3,4,60,73
77,Polk,11,0261,0000,Ankeny,Ankeny Comm School District,0,0,0,0,0,0,0,0,0,1,1,2,9,1,14,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,9,2,11,0,0,0,11,3
77,Polk,11,0261,0109,Ankeny,Ankeny High School,0,0,0,0,0,0,0,0,0,0,0,593,593,570,"1,756",30,25,55,2,1,3,26,24,50,13,7,20,0,2,2,839,763,"1,602",11,13,24,921,835
77,Polk,11,0261,0209,Ankeny,Parkview Middle School,0,0,0,0,0,0,0,356,305,0,0,0,0,0,661,15,5,20,0,0,0,7,8,15,4,5,9,0,1,1,295,305,600,10,6,16,331,330
77,Polk,11,0261,0218,Ankeny,Prairie Ridge Middle School,0,0,0,0,0,0,0,356,360,0,0,0,0,0,716,10,13,23,1,0,1,10,4,14,1,3,4,0,0,0,343,315,658,7,9,16,372,344
77,Polk,11,0261,0224,Ankeny,Northview Middle School,0,0,0,0,0,0,0,0,0,647,653,0,0,0,"1,300",27,20,47,2,0,2,13,10,23,11,10,21,0,0,0,614,570,"1,184",15,8,23,682,618
77,Polk,11,0261,0405,Ankeny,East Elementary School,146,22,47,33,44,27,42,0,0,0,0,0,0,0,361,8,4,12,0,0,0,2,6,8,2,2,4,0,1,1,167,148,315,15,6,21,194,167
77,Polk,11,0261,0409,Ankeny,Northwest Elementary School,0,65,76,79,62,59,80,0,0,0,0,0,0,0,421,17,8,25,0,2,2,4,1,5,3,5,8,0,0,0,205,164,369,4,8,12,233,188
77,Polk,11,0261,0412,Ankeny,Prairie Trail Elementary,0,117,113,125,89,106,98,0,0,0,0,0,0,0,648,9,9,18,0,0,0,6,10,16,2,5,7,0,1,1,299,287,586,9,11,20,325,323
77,Polk,11,0261,0418,Ankeny,Ashland Ridge Elementary,0,124,124,119,114,97,87,0,0,0,0,0,0,0,665,14,11,25,0,0,0,5,6,11,6,8,14,0,0,0,285,301,586,16,13,29,326,339
77,Polk,11,0261,0427,Ankeny,Southeast Elementary School,0,114,113,107,117,117,85,0,0,0,0,0,0,0,653,15,18,33,1,0,1,5,6,11,9,8,17,0,0,0,292,271,563,16,12,28,338,315
77,Polk,11,0261,0436,Ankeny,Terrace Elementary School,0,75,58,62,58,53,44,0,0,0,0,0,0,0,350,16,12,28,0,0,0,6,8,14,6,2,8,0,0,0,147,140,287,7,6,13,182,168
77,Polk,11,0261,0445,Ankeny,Westwood Elementary School,24,115,126,92,105,95,106,0,0,0,0,0,0,0,663,5,10,15,0,0,0,7,1,8,8,6,14,0,0,0,294,308,602,13,11,24,327,336
77,Polk,11,0261,0447,Ankeny,Northeast Elementary,111,83,70,74,96,87,107,0,0,0,0,0,0,0,628,16,10,26,1,0,1,21,13,34,2,4,6,1,0,1,286,261,547,5,8,13,332,296
77,Polk,11,0261,0448,Ankeny,Crocker Elementary School,0,119,108,108,107,106,102,0,0,0,0,0,0,0,650,8,12,20,0,0,0,8,8,16,6,6,12,0,0,0,286,301,587,10,5,15,318,332
12,Butler,07,0279,0109,Aplington-Parkersburg,Aplington Parkersburg High School,0,0,0,0,0,0,0,0,0,0,75,63,59,77,274,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,132,138,270,0,0,0,136,138
12,Butler,07,0279,0172,Aplington-Parkersburg,Aplington / Parkersburg Middle School,0,0,0,0,0,0,0,48,72,71,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,94,190,0,1,1,96,95
12,Butler,07,0279,0409,Aplington-Parkersburg,Aplington Elementary School,0,25,18,22,19,20,73,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,80,93,173,1,2,3,81,96
12,Butler,07,0279,0427,Aplington-Parkersburg,Parkersburg Elementary School,40,61,42,39,39,34,0,0,0,0,0,0,0,0,255,2,2,4,0,0,0,0,0,0,1,0,1,0,0,0,129,121,250,0,0,0,132,123
12,Butler,07,0279,0806,Aplington-Parkersburg,Aplington Kidquest Preschool,33,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,34,0,0,0,17,17
32,Emmet,05,0333,0109,Armstrong-Ringsted,Armstrong-Ringsted High School,0,0,0,0,0,0,0,0,0,0,50,51,58,62,221,4,0,4,0,1,1,1,0,1,0,0,0,0,0,0,103,111,214,1,0,1,109,112
24,Crawford,12,0355,0172,Ar-We-Va,Westside Junior-Senior High School,0,0,0,0,0,0,0,15,17,19,15,14,16,27,123,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,60,54,114,0,0,0,66,57
24,Crawford,12,0355,0427,Ar-We-Va,Community School,18,30,17,16,13,20,12,0,0,0,0,0,0,0,126,7,12,19,0,0,0,0,0,0,0,0,0,0,0,0,54,53,107,0,0,0,61,65
15,Cass,13,0387,0109,Atlantic,Atlantic High School,0,0,0,0,0,0,0,0,0,0,92,115,114,106,427,5,3,8,1,0,1,0,0,0,1,5,6,2,2,4,221,186,407,0,1,1,230,197
15,Cass,13,0387,0209,Atlantic,Atlantic Middle School,0,0,0,0,0,0,0,111,120,109,0,0,0,0,340,6,7,13,1,0,1,1,0,1,1,2,3,4,4,8,156,154,310,3,1,4,172,168
15,Cass,13,0387,0427,Atlantic,Schuler Elementary School,0,0,0,0,0,115,101,0,0,0,0,0,0,0,216,11,6,17,0,0,0,0,0,0,0,0,0,1,1,2,104,91,195,0,2,2,116,100
15,Cass,13,0387,0445,Atlantic,Washington Elementary School,39,146,120,121,100,0,0,0,1,0,0,0,0,0,527,12,17,29,0,0,0,0,0,0,2,1,3,7,12,19,255,220,475,1,0,1,277,250
15,Cass,13,0387,0801,Atlantic,Atlantic Head Start,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21,0,0,0,12,9
15,Cass,13,0387,0806,Atlantic,Jack and Jill,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,24,34,58,0,0,0,25,35
15,Cass,13,0387,0811,Atlantic,Little Lambs,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,10,6,16,0,0,0,12,8
05,Audubon,11,0414,0109,Audubon,Audubon Middle-High School,0,0,0,0,0,0,41,27,37,36,56,46,44,61,348,1,2,3,0,0,0,2,1,3,0,1,1,0,0,0,167,170,337,3,1,4,173,175
05,Audubon,11,0414,0409,Audubon,Audubon Elementary School,45,44,38,31,36,37,0,0,0,0,0,0,0,0,231,4,3,7,0,0,0,0,1,1,0,0,0,0,0,0,115,101,216,2,5,7,121,110
18,Cherokee,12,0423,0251,Aurelia,Aurelia Middle School,0,0,0,0,0,0,0,61,58,49,0,0,0,0,168,9,18,27,0,0,0,0,0,0,1,4,5,0,0,0,75,61,136,0,0,0,85,83
18,Cherokee,12,0423,0409,Aurelia,Aurelia Elementary School,0,31,12,12,14,23,17,0,0,0,0,0,0,0,109,4,5,9,0,0,0,0,0,0,0,1,1,0,0,0,48,51,99,0,0,0,52,57
18,Cherokee,12,0423,0802,Aurelia,Mustard Seed Preschool,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18,0,0,0,8,10
78,Pottawattamie,13,0441,0172,A-H-S-T,A-H-S-T High School,0,0,0,0,0,0,0,0,52,56,50,40,38,41,277,2,2,4,0,0,0,1,0,1,0,0,0,0,1,1,134,137,271,0,0,0,137,140
78,Pottawattamie,13,0441,0409,A-H-S-T,A-H-S-T Elementary School,39,35,42,27,36,37,41,40,0,0,0,0,0,0,297,3,2,5,1,0,1,1,0,1,0,0,0,0,0,0,146,139,285,2,3,5,153,144
85,Story,11,0472,0000,Ballard,Ballard Comm School District,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,2
85,Story,11,0472,0109,Ballard,Ballard Community Senior High School,0,0,0,0,0,0,0,0,0,0,118,135,114,109,476,3,10,13,1,1,2,1,1,2,3,3,6,0,0,0,224,214,438,5,10,15,237,239
85,Story,11,0472,0209,Ballard,Ballard Community Middle School,0,0,0,0,0,0,0,120,132,135,0,0,0,0,387,4,4,8,0,1,1,0,2,2,0,1,1,0,0,0,205,165,370,4,1,5,213,174
85,Story,11,0472,0415,Ballard,East Elementary,0,0,0,0,104,143,134,0,0,0,0,0,0,0,381,7,4,11,0,0,0,0,0,0,2,2,4,0,1,1,179,181,360,2,3,5,190,191
85,Story,11,0472,0425,Ballard,West Elementary,25,160,113,117,0,0,0,0,0,0,0,0,0,0,415,7,7,14,0,0,0,0,0,0,1,4,5,0,2,2,205,181,386,5,3,8,218,197
85,Story,11,0472,0802,Ballard,Wee Care Learning Ctr,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,4,5
85,Story,11,0472,0803,Ballard,Whistlestop Academy Preschool,28,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,29,0,0,0,9,20
85,Story,11,0472,0804,Ballard,Miss Wendy's Preschool,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,5,8,13,0,0,0,6,9
85,Story,11,0472,0805,Ballard,Lily Pad Preschool,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,21,36,0,1,1,18,22
85,Story,11,0472,0806,Ballard,Ms. Hollie's Preschool,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,0,0,0,4,8
47,Ida,12,0504,0000,Battle Creek-Ida Grove,Battle Creek-Ida Grove Comm School District,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
47,Ida,12,0504,0109,Battle Creek-Ida Grove,Battle Creek-Ida Grove Senior High School,0,0,0,0,0,0,0,0,0,0,59,77,79,72,287,2,2,4,1,0,1,3,2,5,0,1,1,0,0,0,140,135,275,1,0,1,147,140
47,Ida,12,0504,0209,Battle Creek-Ida Grove,Battle Creek-Ida Grove Intermediate School,0,0,0,0,0,50,61,0,0,0,0,0,0,0,111,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,60,49,109,0,0,0,61,50
47,Ida,12,0504,0418,Battle Creek-Ida Grove,BCIG Elementary School,75,75,58,44,50,0,0,0,0,0,0,0,0,0,302,11,4,15,0,0,0,0,0,0,1,2,3,0,0,0,150,134,284,0,0,0,162,140
50,Jasper,11,0513,0172,Baxter,Baxter High School,0,0,0,0,0,0,0,0,32,35,33,28,29,38,195,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,104,86,190,2,1,3,108,87
50,Jasper,11,0513,0409,Baxter,Baxter Elementary School,24,36,37,34,24,29,30,31,0,0,0,0,0,0,245,4,5,9,0,0,0,0,0,0,0,2,2,0,0,0,114,117,231,0,3,3,118,127
38,Grundy,07,0540,0172,BCLUW,BCLUW High School,0,0,0,0,0,0,0,0,0,0,52,41,58,56,207,6,6,12,0,0,0,1,0,1,1,0,1,0,0,0,95,95,190,3,0,3,106,101
38,Grundy,07,0540,0209,BCLUW,BCLUW Middle School,0,0,0,0,0,0,43,54,44,52,0,0,0,0,193,8,9,17,0,0,0,0,0,0,1,0,1,0,0,0,75,92,167,4,4,8,88,105
38,Grundy,07,0540,0407,BCLUW,BCLUW Elementary School,0,51,41,41,45,38,0,0,0,0,0,0,0,0,216,8,9,17,1,0,1,0,2,2,0,1,1,0,0,0,109,82,191,2,2,4,120,96
38,Grundy,,0540,0802,BCLUW,Wolf Creek Preschool,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,26,0,0,0,8,18
87,Taylor,13,0549,0109,Bedford,Bedford High School,0,0,0,0,0,0,0,30,32,43,46,35,31,46,263,5,1,6,0,0,0,0,2,2,2,0,2,0,0,0,127,126,253,0,0,0,134,129
87,Taylor,13,0549,0409,Bedford,Bedford Elementary School,36,28,44,32,33,32,31,0,0,0,0,0,0,0,236,2,2,4,0,0,0,0,0,0,1,0,1,0,1,1,122,107,229,1,0,1,126,110
06,Benton,10,0576,0109,Belle Plaine,Belle Plaine Jr/Sr High School,0,0,0,0,0,0,0,0,38,40,41,28,41,53,241,5,3,8,0,0,0,0,0,0,1,2,3,0,0,0,117,112,229,1,0,1,124,117
06,Benton,10,0576,0436,Belle Plaine,Longfellow Elementary School,34,43,33,48,55,44,46,55,0,0,0,0,0,0,358,6,4,10,0,0,0,1,1,2,12,4,16,0,0,0,168,162,330,0,0,0,187,171
49,Jackson,09,0585,0109,Bellevue,Bellevue High School,0,0,0,0,0,0,0,52,40,42,50,61,62,55,362,4,0,4,1,0,1,0,0,0,0,0,0,2,0,2,189,164,353,0,2,2,196,166
49,Jackson,09,0585,0409,Bellevue,Bellevue Elementary School,65,43,49,33,38,39,55,0,0,0,0,0,0,0,322,2,4,6,0,0,0,0,0,0,0,2,2,0,0,0,169,138,307,2,5,7,173,149
49,Jackson,09,0585,0801,Bellevue,St. Joseph's Preschool,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,0,0,0,7,9
