Co,County Name,AEA,Dist,Bldg,District Name,Building Name,PK,K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Building Total,Hispanic Male,Hispanic Female,Hispanic Total,Native American Male,Native American Female,Native American Total,Asian Male,Asian Female,Asian Total,Black Male,Black Female,Black Total,Pacific Islander Male,Pacific Islander Female,Pacific Islander Total,White Male,White Female,White Total,Multi-Race Male,Multi-Race Female,Multi-Race Total,Total Male,Total Female
76,Pocahontas,05,3537,0209,Laurens-Marathon,Laurens-Marathon Middle School,0,0,0,0,0,0,0,25,19,17,0,0,0,0,61,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,33,25,58,0,0,0,34,27
76,Pocahontas,05,3537,0409,Laurens-Marathon,Laurens-Marathon Elementary School,21,22,21,19,13,15,29,0,0,0,0,0,0,0,140,3,4,7,0,0,0,0,0,0,5,4,9,0,0,0,64,60,124,0,0,0,72,68
97,Woodbury,12,3555,0172,Lawton-Bronson,Lawton Junior-Senior High School,0,0,0,0,0,0,0,0,49,47,53,44,44,48,285,2,1,3,1,1,2,4,0,4,1,2,3,1,1,2,142,129,271,0,0,0,151,134
97,Woodbury,12,3555,0405,Lawton-Bronson,Bronson Elementary School,33,66,42,41,48,43,44,42,0,0,0,0,0,0,359,6,5,11,5,1,6,0,0,0,5,2,7,2,1,3,179,149,328,3,1,4,200,159
75,Plymouth,12,3600,0109,Le Mars,Le Mars High School,0,0,0,0,0,0,0,0,0,0,160,184,153,159,656,28,31,59,3,0,3,5,1,6,4,1,5,1,0,1,299,271,570,4,8,12,344,312
75,Plymouth,12,3600,0118,Le Mars,Individualized Learning Center,0,0,0,0,0,0,0,0,0,0,0,3,5,10,18,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,9,6,15,0,0,0,12,6
75,Plymouth,12,3600,0209,Le Mars,Le Mars Middle School,0,0,0,0,0,0,0,146,156,148,0,0,0,0,450,22,19,41,0,3,3,1,0,1,1,0,1,0,0,0,196,193,389,5,10,15,225,225
75,Plymouth,12,3600,0418,Le Mars,Clark Elementary School,39,48,46,38,37,45,43,0,0,0,0,0,0,0,296,29,38,67,0,2,2,3,1,4,1,1,2,1,0,1,118,100,218,0,2,2,152,144
75,Plymouth,12,3600,0427,Le Mars,Franklin Elementary School,0,43,43,42,45,48,48,0,0,0,0,0,0,0,269,7,9,16,0,0,0,0,0,0,0,1,1,1,0,1,136,106,242,3,6,9,147,122
75,Plymouth,12,3600,0449,Le Mars,Kluckhohn Elementary School,0,84,48,42,53,73,69,0,0,0,0,0,0,0,369,11,9,20,0,1,1,1,1,2,4,1,5,1,0,1,181,152,333,3,4,7,201,168
75,Plymouth,12,3600,0802,Le Mars,Gehlen Catholic Elem School,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,6,6
87,Taylor,13,3609,0109,Lenox,Lenox High School,0,0,0,0,0,0,0,0,46,34,31,38,30,32,211,28,21,49,0,0,0,1,3,4,0,0,0,0,0,0,80,76,156,0,2,2,109,102
87,Taylor,13,3609,0418,Lenox,Lenox Elementary School,38,40,31,39,35,33,32,31,0,0,0,0,0,0,279,36,32,68,2,0,2,0,0,0,0,1,1,0,0,0,101,103,204,2,2,4,141,138
78,Pottawattamie,13,3645,0109,Lewis Central,Lewis Central Senior High School,0,0,0,0,0,0,0,0,0,0,248,240,214,239,941,34,34,68,2,2,4,5,3,8,6,2,8,0,0,0,398,438,836,10,7,17,455,486
78,Pottawattamie,13,3645,0209,Lewis Central,Lewis Central Middle School,0,0,0,0,0,0,0,240,256,242,0,0,0,0,738,28,33,61,0,2,2,2,3,5,3,2,5,1,0,1,346,301,647,9,8,17,389,349
78,Pottawattamie,13,3645,0418,Lewis Central,E A Kreft Primary School,91,219,223,0,0,0,0,0,0,0,0,0,0,0,533,29,24,53,0,2,2,1,2,3,5,1,6,0,0,0,229,223,452,9,8,17,273,260
78,Pottawattamie,13,3645,0427,Lewis Central,Titan Hill Intermediate School,0,0,0,230,253,234,246,0,0,0,0,0,0,0,963,52,47,99,3,3,6,3,3,6,8,2,10,0,0,0,417,407,824,9,9,18,492,471
16,Cedar,10,3691,0109,North Cedar,North Cedar Middle School,0,0,0,0,0,0,64,74,60,68,0,0,0,0,266,3,6,9,0,0,0,0,1,1,3,4,7,0,0,0,122,126,248,0,1,1,128,138
16,Cedar,10,3691,0172,North Cedar,North Cedar High School,0,0,0,0,0,0,0,0,0,0,61,72,71,70,274,2,2,4,1,0,1,1,0,1,0,0,0,0,0,0,124,137,261,4,3,7,132,142
16,Cedar,10,3691,0405,North Cedar,North Cedar Lowden Elementary Center,17,16,27,17,25,21,0,0,0,0,0,0,0,0,123,0,1,1,0,2,2,0,0,0,3,1,4,0,0,0,56,56,112,2,2,4,61,62
16,Cedar,10,3691,0409,North Cedar,North Cedar Mechanicsville Elem Ctr,30,21,28,34,31,28,2,0,0,0,0,0,0,0,174,1,3,4,0,0,0,2,1,3,3,2,5,0,0,0,92,70,162,0,0,0,98,76
57,Linn,10,3715,0000,Linn-Mar,Linn-Mar Comm School District,0,0,1,0,0,0,0,0,3,0,0,5,13,38,60,1,0,1,0,0,0,0,0,0,5,2,7,0,0,0,28,23,51,1,0,1,35,25
57,Linn,10,3715,0109,Linn-Mar,Linn-Mar High School,0,0,0,0,0,0,0,0,0,0,488,500,420,438,"1,846",30,25,55,2,3,5,41,34,75,35,28,63,1,0,1,834,782,"1,616",17,14,31,960,886
57,Linn,10,3715,0209,Linn-Mar,Excelsior Middle School,0,0,0,0,0,0,0,295,334,262,0,0,0,0,891,14,19,33,1,2,3,5,13,18,20,18,38,1,0,1,396,388,784,7,7,14,444,447
57,Linn,10,3715,0407,Linn-Mar,Westfield Elementary School,0,71,70,76,74,85,80,0,0,0,0,0,0,0,456,5,2,7,0,0,0,27,24,51,2,4,6,0,0,0,188,188,376,8,8,16,230,226
57,Linn,10,3715,0409,Linn-Mar,Novak Elementary School,52,106,88,75,89,84,79,0,0,0,0,0,0,0,573,17,18,35,0,0,0,8,5,13,23,22,45,2,0,2,239,222,461,8,9,17,297,276
57,Linn,10,3715,0418,Linn-Mar,Indian Creek Elementary School,0,79,75,85,76,79,81,0,0,0,0,0,0,0,475,4,9,13,0,1,1,4,6,10,5,3,8,0,0,0,224,205,429,7,7,14,244,231
57,Linn,10,3715,0427,Linn-Mar,Wilkins Elementary School,0,65,71,84,77,82,75,0,0,0,0,0,0,0,454,9,9,18,1,1,2,12,8,20,10,12,22,1,3,4,192,182,374,8,6,14,233,221
57,Linn,10,3715,0436,Linn-Mar,Bowman Woods Elementary School,52,100,65,62,59,66,73,0,0,0,0,0,0,0,477,7,8,15,3,2,5,12,19,31,10,10,20,1,1,2,214,182,396,6,2,8,253,224
57,Linn,10,3715,0445,Linn-Mar,Oak Ridge School,0,0,0,0,0,0,0,208,226,226,0,0,0,0,660,11,11,22,1,1,2,26,28,54,14,13,27,0,0,0,281,261,542,10,3,13,343,317
57,Linn,10,3715,0454,Linn-Mar,Linn Grove Elementary School,55,92,79,79,73,77,67,0,0,0,0,0,0,0,522,8,13,21,2,0,2,2,6,8,3,3,6,0,0,0,221,229,450,22,13,35,258,264
57,Linn,10,3715,0463,Linn-Mar,Echo Hill Elementary,49,95,78,67,83,88,68,0,0,0,0,0,0,0,528,6,12,18,0,1,1,32,33,65,8,14,22,0,0,0,198,205,403,12,7,19,256,272
57,Linn,10,3715,0804,Linn-Mar,Hand in Hand Early Care and Education Center,71,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,33,34,67,0,1,1,34,37
57,Linn,10,3744,0109,Lisbon,Lisbon High School,0,0,0,0,0,0,0,0,0,0,35,55,40,39,169,1,1,2,0,0,0,1,1,2,1,0,1,0,0,0,87,75,162,1,1,2,91,78
57,Linn,10,3744,0209,Lisbon,Lisbon Middle School,0,0,0,0,0,0,0,45,50,46,0,0,0,0,141,1,1,2,0,0,0,0,1,1,1,0,1,1,0,1,66,64,130,5,1,6,74,67
57,Linn,10,3744,0409,Lisbon,Lisbon Elementary School,45,59,57,52,33,57,43,0,0,0,0,0,0,0,346,3,1,4,1,0,1,1,1,2,4,3,7,0,0,0,171,150,321,5,6,11,185,161
43,Harrison,13,3798,0172,Logan-Magnolia,Logan-Magnolia Jr-Sr High School,0,0,0,0,0,0,0,0,59,47,39,49,48,53,295,2,4,6,2,2,4,0,2,2,0,0,0,0,0,0,150,128,278,1,4,5,155,140
43,Harrison,13,3798,0409,Logan-Magnolia,Logan-Magnolia Elementary School,43,58,41,43,41,42,51,48,0,0,0,0,0,0,367,3,7,10,1,4,5,2,5,7,0,0,0,0,0,0,183,158,341,3,1,4,192,175
52,Johnson,10,3816,0172,Lone Tree,Lone Tree Junior-Senior High School,0,0,0,0,0,0,0,40,36,38,32,43,32,43,264,2,9,11,0,1,1,0,1,1,1,2,3,0,0,0,137,108,245,2,1,3,142,122
52,Johnson,10,3816,0409,Lone Tree,Lone Tree Elementary School,0,41,28,34,43,43,31,0,0,0,0,0,0,0,220,7,3,10,0,0,0,0,0,0,2,1,3,0,0,0,111,92,203,2,2,4,122,98
52,Johnson,10,3816,0801,Lone Tree,Lone Tree Preschool,45,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,18,17,35,0,3,3,22,23
58,Louisa,09,3841,0109,Louisa-Muscatine,Louisa-Muscatine High School,0,0,0,0,0,0,0,0,0,0,95,74,49,65,283,11,11,22,1,2,3,0,2,2,3,2,5,0,1,1,150,100,250,0,0,0,165,118
58,Louisa,09,3841,0209,Louisa-Muscatine,Louisa-Muscatine Jr High,0,0,0,0,0,0,0,0,61,56,0,0,0,0,117,11,3,14,0,0,0,0,0,0,0,0,0,0,0,0,59,44,103,0,0,0,70,47
58,Louisa,09,3841,0421,Louisa-Muscatine,Louisa-Muscatine Elementary,55,53,55,63,61,60,71,57,0,0,0,0,0,0,475,18,21,39,1,0,1,1,0,1,3,3,6,1,0,1,218,208,426,1,0,1,243,232
55,Kossuth,05,3897,0409,LuVerne,LuVerne Elementary School,8,18,9,24,11,13,7,13,0,0,0,0,0,0,103,4,2,6,0,1,1,0,0,0,0,0,0,0,0,0,36,60,96,0,0,0,40,63
50,Jasper,11,3906,0109,Lynnville-Sully,Lynnville-Sully High School,0,0,0,0,0,0,0,0,0,0,37,37,42,41,157,0,1,1,0,0,0,1,0,1,4,0,4,0,0,0,94,57,151,0,0,0,99,58
50,Jasper,11,3906,0412,Lynnville-Sully,Lynnville-Sully Elementary School,0,23,30,44,30,41,25,0,0,0,0,0,0,0,193,1,1,2,0,0,0,0,1,1,2,0,2,0,0,0,89,98,187,1,0,1,93,100
50,Jasper,11,3906,0415,Lynnville-Sully,Lynnville-Sully Middle School,0,0,0,0,0,0,0,35,35,39,0,0,0,0,109,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,60,44,104,2,0,2,63,46
50,Jasper,11,3906,0801,Lynnville-Sully,Diamond Trail Children's Center,11,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,0,0,0,8,9
50,Jasper,11,3906,0806,Lynnville-Sully,Inspirations Childcare and Preschool Center,10,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,0,0,0,8,7
08,Boone,11,3942,0109,Madrid,Madrid High School,0,0,0,0,0,0,0,0,0,0,59,49,50,49,207,2,1,3,0,0,0,1,1,2,1,1,2,0,0,0,101,97,198,1,1,2,106,101
08,Boone,11,3942,0209,Madrid,Madrid Junior High School,0,0,0,0,0,0,0,0,50,59,0,0,0,0,109,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,58,48,106,0,1,1,60,49
08,Boone,11,3942,0409,Madrid,Madrid Elementary School,20,47,53,42,43,64,47,46,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,170,360,1,1,2,191,171
65,Mills,13,3978,0118,East Mills,East Mills Learning Center,0,0,0,0,0,0,0,0,0,0,0,1,3,5,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,4,8,0,0,0,5,4
65,Mills,13,3978,0172,East Mills,East Mills High School,0,0,0,0,0,0,0,0,0,0,45,37,34,55,171,0,2,2,0,0,0,0,0,0,2,1,3,0,0,0,92,74,166,0,0,0,94,77
65,Mills,13,3978,0209,East Mills,East Mills Middle School,0,0,0,0,0,0,34,36,29,34,0,0,0,0,133,1,0,1,0,0,0,1,1,2,0,1,1,0,0,0,58,71,129,0,0,0,60,73
65,Mills,13,3978,0409,East Mills,Chantry Elementary School,12,23,22,17,17,20,0,0,0,0,0,0,0,0,111,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,60,47,107,0,1,1,62,49
65,Mills,13,3978,0427,East Mills,Nishna Valley Elementary School,11,13,17,21,13,17,0,0,0,0,0,0,0,0,92,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,46,45,91,0,0,0,46,46
13,Calhoun,05,4023,0109,Manson Northwest Webster,Manson Northwest Webster Junior High/High School,0,0,0,0,0,0,0,0,53,50,63,49,73,49,337,4,1,5,0,0,0,0,1,1,6,0,6,0,0,0,185,138,323,2,0,2,197,140
13,Calhoun,05,4023,0409,Manson Northwest Webster,Manson Northwest Webster Elementary School-Barnum,64,76,42,44,51,48,44,44,0,0,0,0,0,0,413,2,2,4,0,0,0,0,0,0,1,1,2,0,0,0,199,198,397,5,5,10,207,206
67,Monona,12,4033,0109,Maple Valley-Anthon Oto,Maple Valley-Anthon Oto High School,0,0,0,0,0,0,0,0,0,0,54,52,69,61,236,2,1,3,2,1,3,1,0,1,1,2,3,0,0,0,104,122,226,0,0,0,110,126
67,Monona,12,4033,0218,Maple Valley-Anthon Oto,MVAO Middle School,0,0,0,0,0,0,0,43,56,45,0,0,0,0,144,4,3,7,0,4,4,0,0,0,2,3,5,0,0,0,70,56,126,1,1,2,77,67
67,Monona,12,4033,0409,Maple Valley-Anthon Oto,Anthon Elementary,14,19,19,14,17,16,15,0,0,0,0,0,0,0,114,1,2,3,0,1,1,0,0,0,0,2,2,0,0,0,56,50,106,2,0,2,59,55
67,Monona,12,4033,0418,Maple Valley-Anthon Oto,Mapleton Elementary School,21,33,34,36,18,23,31,0,0,0,0,0,0,0,196,1,3,4,4,1,5,0,0,0,2,4,6,0,0,0,94,86,180,1,0,1,102,94
67,Monona,12,4033,0801,Maple Valley-Anthon Oto,Danbury-DC,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,0,0,0,1,6
49,Jackson,09,4041,0109,Maquoketa,Maquoketa Community High School,0,0,0,0,0,0,0,0,0,0,176,124,134,130,564,6,10,16,1,0,1,1,3,4,2,2,4,7,6,13,284,236,520,4,2,6,305,259
49,Jackson,09,4041,0209,Maquoketa,Maquoketa Middle School,0,0,0,0,0,0,0,114,101,140,0,0,0,0,355,7,2,9,0,0,0,1,1,2,1,2,3,6,2,8,173,146,319,6,8,14,194,161
49,Jackson,09,4041,0409,Maquoketa,Cardinal Elementary School,29,91,77,85,0,0,0,0,0,0,0,0,0,0,282,5,4,9,2,0,2,0,2,2,5,4,9,5,3,8,120,130,250,0,2,2,137,145
49,Jackson,09,4041,0418,Maquoketa,Briggs Elementary School,0,0,0,0,87,78,102,0,0,0,0,0,0,0,267,4,2,6,0,0,0,2,1,3,3,2,5,6,2,8,130,109,239,3,3,6,148,119
49,Jackson,09,4041,0801,Maquoketa,Kids of the Kingdom Preschool,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13,12,25,0,0,0,14,12
49,Jackson,09,4041,0806,Maquoketa,Little Shepherd Christian Preschool,29,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,2,0,0,0,0,0,0,1,0,1,0,2,2,17,7,24,0,0,0,20,9
49,Jackson,09,4041,0811,Maquoketa,Sunshine Preschool and Daycare,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,14,8,22,0,1,1,15,10
28,Delaware,01,4043,0109,Maquoketa Valley,Maquoketa Valley Senior High School,0,0,0,0,0,0,0,0,0,0,58,43,54,61,216,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,109,105,214,0,0,0,111,105
28,Delaware,01,4043,0209,Maquoketa Valley,Maquoketa Valley Middle School,0,0,0,0,0,0,0,51,54,54,1,0,0,0,160,3,2,5,0,0,0,0,0,0,0,1,1,0,0,0,74,80,154,0,0,0,77,83
28,Delaware,01,4043,0414,Maquoketa Valley,Delhi Elementary School,0,34,17,20,19,22,42,0,0,0,0,0,0,0,154,2,0,2,0,0,0,0,0,0,2,5,7,0,0,0,64,81,145,0,0,0,68,86
28,Delaware,01,4043,0418,Maquoketa Valley,Earlville Elementary School,19,18,13,23,19,22,0,0,0,0,0,0,0,0,114,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0,54,55,109,0,0,0,54,60
28,Delaware,01,4043,0427,Maquoketa Valley,Johnston Elementary School,19,15,18,0,12,14,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,34,43,77,0,0,0,34,44
18,Cherokee,12,4068,0109,Marcus-Meriden-Cleghorn,Marcus-Meriden-Cleghorn  Jr/Sr High School,0,0,0,0,0,0,0,0,31,25,35,35,30,55,211,5,5,10,0,0,0,1,2,3,1,0,1,1,0,1,96,93,189,0,7,7,104,107
18,Cherokee,12,4068,0172,Marcus-Meriden-Cleghorn,Marcus-Meriden-Cleghorn East Elementary,0,0,0,0,0,27,30,20,0,0,0,0,0,0,77,2,4,6,0,0,0,1,1,2,0,0,0,0,0,0,30,37,67,0,2,2,33,44
18,Cherokee,12,4068,0418,Marcus-Meriden-Cleghorn,Marcus-Meriden-Cleghorn Primary,26,37,26,32,29,0,0,0,0,0,0,0,0,0,150,1,3,4,0,0,0,0,0,0,0,2,2,0,0,0,76,68,144,0,0,0,77,73
57,Linn,10,4086,0109,Marion Independent,Marion High School,0,0,0,0,0,0,0,0,0,0,155,162,134,172,623,6,9,15,2,0,2,3,2,5,14,11,25,1,0,1,276,283,559,8,8,16,310,313
57,Linn,10,4086,0209,Marion Independent,Vernon Middle School,0,0,0,0,0,0,126,146,165,157,0,0,0,0,594,11,11,22,0,0,0,3,4,7,6,7,13,0,1,1,285,256,541,3,7,10,308,286
57,Linn,10,4086,0409,Marion Independent,Emerson Elementary School,0,73,43,46,0,0,0,0,0,0,0,0,0,0,162,5,5,10,0,2,2,0,1,1,1,4,5,0,0,0,73,61,134,6,4,10,85,77
57,Linn,10,4086,0445,Marion Independent,Starry Elementary School,0,93,119,96,0,0,0,0,0,0,0,0,0,0,308,7,2,9,0,1,1,0,1,1,7,3,10,1,0,1,130,137,267,12,7,19,157,151
57,Linn,10,4086,0450,Marion Independent,Francis Marion Intermediate School,0,0,0,0,148,152,0,0,0,0,0,0,0,0,300,9,2,11,3,0,3,1,2,3,7,5,12,0,0,0,130,130,260,4,7,11,154,146
57,Linn,10,4086,0509,Marion Independent,Marion Home School,0,0,0,0,0,0,0,0,0,1,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,2,2
57,Linn,10,4086,0801,Marion Independent,Apple Kids / Play Day Preschool,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,19,17,36,1,0,1,22,18
57,Linn,10,4086,0806,Marion Independent,Bright Beginnings Preschool,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,33,22,55,0,0,0,35,25
64,Marshall,07,4104,0109,Marshalltown,Marshalltown High School,0,0,0,0,0,0,0,0,0,0,360,344,378,434,"1,516",292,279,571,7,1,8,40,49,89,22,23,45,2,0,2,417,342,759,22,20,42,802,714
64,Marshall,07,4104,0218,Marshalltown,B R Miller Middle School,0,0,0,0,0,0,0,0,397,340,0,0,0,0,737,180,157,337,1,1,2,13,14,27,14,10,24,0,1,1,180,149,329,8,9,17,396,341
64,Marshall,07,4104,0427,Marshalltown,Anson Elementary School,31,72,61,64,64,57,0,0,0,0,0,0,0,0,349,117,106,223,1,3,4,8,5,13,7,7,14,0,0,0,50,35,85,5,5,10,188,161
64,Marshall,07,4104,0435,Marshalltown,Franklin Elementary Sch,31,71,75,67,73,65,0,0,0,0,0,0,0,0,382,47,66,113,2,0,2,4,5,9,10,6,16,0,0,0,141,91,232,7,3,10,211,171
64,Marshall,07,4104,0445,Marshalltown,Fisher Elementary School,48,69,71,59,68,65,0,0,0,0,0,0,0,0,380,87,62,149,2,3,5,9,6,15,6,3,9,0,0,0,102,90,192,4,6,10,210,170
64,Marshall,07,4104,0475,Marshalltown,J C Hoglan Elementary School,47,69,61,73,64,57,0,0,0,0,0,0,0,0,371,59,55,114,1,4,5,23,25,48,3,12,15,0,0,0,90,91,181,4,4,8,180,191
64,Marshall,07,4104,0479,Marshalltown,Lenihan Intermediate School,0,0,0,0,0,0,357,331,0,0,0,0,0,0,688,160,188,348,3,1,4,6,17,23,15,14,29,1,0,1,150,119,269,9,5,14,344,344
64,Marshall,07,4104,0481,Marshalltown,Rogers Elementary School,20,45,45,44,48,41,0,0,0,0,0,0,0,0,243,68,78,146,0,0,0,5,9,14,7,4,11,1,0,1,38,25,63,5,3,8,124,119
64,Marshall,07,4104,0491,Marshalltown,Woodbury Elementary School,33,72,70,65,57,63,0,0,0,0,0,0,0,0,360,177,145,322,0,0,0,0,0,0,2,1,3,0,2,2,15,13,28,5,0,5,199,161
64,Marshall,07,4104,0812,Marshalltown,St. Paul's Preschool,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,10,15,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,1,1,2,9,21
91,Warren,11,4122,0172,Martensdale-St Marys,Martensdale-St Marys Jr-Sr High School,0,0,0,0,0,0,0,0,47,39,42,42,38,46,254,3,4,7,0,2,2,1,1,2,1,1,2,0,0,0,129,109,238,0,3,3,134,120
91,Warren,11,4122,0409,Martensdale-St Marys,Martensdale Elementary School,29,38,45,31,36,44,39,41,0,0,0,0,0,0,303,9,4,13,0,0,0,1,1,2,1,0,1,0,0,0,162,120,282,4,1,5,177,126
17,Cerro Gordo,07,4131,0000,Mason City,Mason City Comm School District,0,0,1,1,4,3,2,8,5,4,2,1,2,3,36,0,0,0,0,0,0,0,0,0,5,2,7,0,0,0,23,4,27,2,0,2,30,6
17,Cerro Gordo,07,4131,0109,Mason City,Mason City High School,0,0,0,0,0,0,0,0,0,0,336,260,235,211,"1,042",34,39,73,4,1,5,7,5,12,21,21,42,0,0,0,441,445,886,10,14,24,517,525
17,Cerro Gordo,07,4131,0127,Mason City,Alternative School,0,0,0,0,0,0,0,0,0,0,12,20,27,29,88,8,4,12,0,0,0,0,0,0,4,4,8,0,0,0,33,34,67,1,0,1,46,42
17,Cerro Gordo,07,4131,0209,Mason City,John Adams Middle School,0,0,0,0,0,0,0,0,281,283,0,0,0,0,564,20,25,45,2,1,3,6,2,8,12,13,25,0,0,0,244,232,476,4,3,7,288,276
17,Cerro Gordo,07,4131,0427,Mason City,Harding Elementary School,32,67,66,60,69,58,0,0,0,0,0,0,0,0,352,20,9,29,0,2,2,2,0,2,12,11,23,0,0,0,145,137,282,10,4,14,189,163
17,Cerro Gordo,07,4131,0436,Mason City,Hoover Elementary School,54,75,65,67,78,59,0,0,0,0,0,0,0,0,398,24,19,43,0,0,0,3,3,6,5,6,11,0,0,0,161,155,316,12,10,22,205,193
17,Cerro Gordo,07,4131,0445,Mason City,Jefferson Elementary School,66,71,89,69,79,68,0,0,0,0,0,0,0,0,442,15,10,25,0,1,1,3,4,7,1,3,4,0,0,0,181,208,389,8,8,16,208,234
17,Cerro Gordo,07,4131,0454,Mason City,Lincoln Intermediate,0,0,0,0,0,0,293,294,0,0,0,0,0,0,587,30,22,52,0,0,0,5,2,7,11,9,20,0,0,0,250,242,492,7,9,16,303,284
17,Cerro Gordo,07,4131,0481,Mason City,Roosevelt Elementary School,30,96,100,75,77,84,0,0,0,0,0,0,0,0,462,24,17,41,1,0,1,1,1,2,7,11,18,0,0,0,200,183,383,10,7,17,243,219
17,Cerro Gordo,07,4131,0802,Mason City,Sugar Plum Tree Preschool,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,7,6
17,Cerro Gordo,07,4131,0809,Mason City,Washington Charlie Brown Preschool,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19,1,1,2,15,8
17,Cerro Gordo,07,4131,0810,Mason City,West Town Charlie Brown Preschool,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,4,0,0,0,0,0,0,0,1,1,0,0,0,15,15,30,0,0,0,19,16
84,Sioux,12,4149,0109,MOC-Floyd Valley,MOC-Floyd Valley High School,0,0,0,0,0,0,0,0,0,0,106,93,109,107,415,21,19,40,1,0,1,2,4,6,1,0,1,0,0,0,169,189,358,5,4,9,199,216
84,Sioux,12,4149,0209,MOC-Floyd Valley,MOC-Floyd Valley Middle School,0,0,0,0,0,0,0,88,101,105,0,0,0,0,294,24,34,58,0,2,2,1,1,2,0,0,0,0,0,0,120,108,228,2,2,4,147,147
84,Sioux,12,4149,0409,MOC-Floyd Valley,Orange City Elementary School,0,81,66,74,64,62,64,0,0,0,0,0,0,0,411,27,22,49,2,0,2,6,4,10,2,2,4,0,0,0,167,171,338,5,3,8,209,202
84,Sioux,12,4149,0418,MOC-Floyd Valley,Hospers Elementary School,0,32,45,34,41,23,29,0,0,0,0,0,0,0,204,13,7,20,0,0,0,1,0,1,0,1,1,0,0,0,100,79,179,1,2,3,115,89
84,Sioux,12,4149,0801,MOC-Floyd Valley,Orange City Area Day Care,59,0,0,0,0,0,0,0,0,0,0,0,0,0,59,9,9,18,0,0,0,1,0,1,0,0,0,0,0,0,21,19,40,0,0,0,31,28
84,Sioux,12,4149,0806,MOC-Floyd Valley,Orange City Christian Covenant Kids Pre-School,36,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,18,16,34,0,0,0,20,16
84,Sioux,12,4149,0811,MOC-Floyd Valley,Crayon Castle,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,8,17,1,0,1,11,8
29,Des Moines,15,4203,0109,Mediapolis,Mediapolis High School,0,0,0,0,0,0,0,0,0,0,81,82,63,101,327,5,4,9,0,0,0,1,1,2,1,1,2,0,0,0,159,154,313,1,0,1,167,160
29,Des Moines,15,4203,0209,Mediapolis,Middle School,0,0,0,0,0,0,0,56,63,67,0,0,0,0,186,5,2,7,0,0,0,0,1,1,1,0,1,0,0,0,91,85,176,1,0,1,98,88
29,Des Moines,15,4203,0409,Mediapolis,Mediapolis Elementary School,10,57,59,53,50,48,48,0,0,0,0,0,0,0,325,5,6,11,0,0,0,0,0,0,1,0,1,0,0,0,175,127,302,6,5,11,187,138
63,Marion,11,4212,0109,Melcher-Dallas,Melcher-Dallas High School,0,0,0,0,0,0,0,0,0,0,15,20,14,36,85,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,44,39,83,0,0,0,45,40
